tbl_SipIPPairConfig(tbl_SipIPPairConfig)

Export Time:2018/06/03 10:44:58

ID,Trunk No,IFM Module,Local server port,Remote IP1,Remote IP2,Remote IP3,Remote IP4,Remote URI,Master/Slave type,Remote IP1,Remote IP2,Remote IP3,Remote IP4,Second Remote URI,Second Master/Slave type,PBX Domain Name,IsDeleteTechprefix,Techprefix,Protocol Type,Reserved,PBX Equipment ID,Status
388,1575,133,5060,10,201,149,99,10.201.149.99:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
389,1582,133,5060,10,201,148,54,10.201.148.54:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
390,1583,133,5060,10,201,149,54,10.201.149.54:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
391,1590,133,5060,10,201,148,57,10.201.148.57:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
392,1591,133,5060,10,201,149,57,10.201.149.57:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
393,1598,133,5060,10,201,148,99,10.201.148.99:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
394,1599,133,5060,10,201,149,67,10.201.149.67:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
395,1600,133,5060,10,201,148,100,10.201.148.100:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
396,1601,133,5060,10,201,149,68,10.201.149.68:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
397,1602,133,5060,10,201,148,101,10.201.148.101:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
398,1603,133,5060,10,201,149,69,10.201.149.69:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
399,1604,133,5060,10,201,148,102,10.201.148.102:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
400,1605,133,5060,10,201,149,70,10.201.149.70:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
401,1594,133,5060,10,201,148,59,10.201.148.59:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
402,1595,133,5060,10,201,149,59,10.201.149.59:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
403,1610,133,5060,10,201,148,105,10.201.148.105:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
404,1611,133,5060,10,201,149,73,10.201.149.73:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
405,1608,133,5060,10,201,148,104,10.201.148.104:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
406,1609,133,5060,10,201,149,72,10.201.149.72:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
407,1612,133,5060,10,201,148,106,10.201.148.106:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
408,1613,133,5060,10,201,149,74,10.201.149.74:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
409,1652,133,5060,10,201,148,132,10.201.148.132:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
410,1653,133,5060,10,201,149,100,10.201.149.100:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
411,1620,133,5060,10,201,148,110,10.201.148.110:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
412,1621,133,5060,10,201,149,78,10.201.149.78:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
413,1628,133,5060,10,201,148,114,10.201.148.114:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
414,1629,133,5060,10,201,149,82,10.201.149.82:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
415,1618,133,5060,10,201,148,109,10.201.148.109:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
416,1619,133,5060,10,201,149,77,10.201.149.77:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
417,1634,133,5060,10,201,148,117,10.201.148.117:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
418,1635,133,5060,10,201,149,85,10.201.149.85:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
419,1632,133,5060,10,201,148,116,10.201.148.116:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
420,1633,133,5060,10,201,149,84,10.201.149.84:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
421,1630,133,5060,10,201,148,115,10.201.148.115:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
422,1631,133,5060,10,201,149,83,10.201.149.83:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
423,190,133,5060,10,201,148,118,10.201.148.118:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
424,191,133,5060,10,201,149,86,10.201.149.86:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
425,1636,133,5060,10,201,148,119,10.201.148.119:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
426,1637,133,5060,10,201,149,87,10.201.149.87:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
427,1638,133,5060,10,201,148,120,10.201.148.120:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
428,1639,133,5060,10,201,149,88,10.201.149.88:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
429,1624,133,5060,10,201,148,112,10.201.148.112:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
430,1625,133,5060,10,201,149,80,10.201.149.80:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
431,1626,133,5060,10,201,148,113,10.201.148.113:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
432,1627,133,5060,10,201,149,81,10.201.149.81:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
433,1616,133,5060,10,201,148,108,10.201.148.108:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
434,1617,133,5060,10,201,149,76,10.201.149.76:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
435,1646,133,5060,10,201,148,124,10.201.148.124:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
436,1647,133,5060,10,201,149,92,10.201.149.92:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
437,1644,133,5060,10,201,148,123,10.201.148.123:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
438,1645,133,5060,10,201,149,91,10.201.149.91:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
439,1642,133,5060,10,201,148,122,10.201.148.122:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
440,1643,133,5060,10,201,149,90,10.201.149.90:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
441,1640,133,5060,10,201,148,121,10.201.148.121:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
442,1641,133,5060,10,201,149,89,10.201.149.89:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
443,1654,133,5060,10,201,148,133,10.201.148.133:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
444,1655,133,5060,10,201,149,101,10.201.149.101:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
445,1656,133,5060,10,201,148,134,10.201.148.134:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
446,1657,133,5060,10,201,149,103,10.201.149.103:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
447,1662,133,5060,10,201,148,137,10.201.148.137:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
448,1663,133,5060,10,201,149,106,10.201.149.106:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
449,1660,133,5060,10,201,148,136,10.201.148.136:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
450,1661,133,5060,10,201,149,105,10.201.149.105:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
451,1658,133,5060,10,201,148,135,10.201.148.135:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
452,1659,133,5060,10,201,149,104,10.201.149.104:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
453,1664,133,5060,10,201,148,141,10.201.148.141:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
454,1665,133,5060,10,201,149,110,10.201.149.110:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
455,1672,133,5060,10,201,148,142,10.201.148.142:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
456,1673,133,5060,10,201,149,111,10.201.149.111:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
457,1674,133,5060,10,201,148,143,10.201.148.143:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
458,1675,133,5060,10,201,149,113,10.201.149.113:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
459,1676,133,5060,10,201,148,144,10.201.148.144:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
460,1677,133,5060,10,201,149,114,10.201.149.114:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
461,1678,133,5060,10,201,148,145,10.201.148.145:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
462,1679,133,5060,10,201,149,115,10.201.149.115:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
463,1572,133,5060,10,201,148,146,10.201.148.146:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
464,1573,133,5060,10,201,149,116,10.201.149.116:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
465,1680,133,5060,10,201,148,147,10.201.148.147:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
466,1681,133,5060,10,201,149,117,10.201.149.117:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
467,404,133,5060,10,201,148,148,10.201.148.148:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
468,405,133,5060,10,201,149,118,10.201.149.118:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
469,1682,133,5060,10,201,148,149,10.201.148.149:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
470,1683,133,5060,10,201,149,119,10.201.149.119:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
471,1684,133,5060,10,201,148,150,10.201.148.150:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
472,1685,133,5060,10,201,149,120,10.201.149.120:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
473,1686,133,5060,10,201,148,151,10.201.148.151:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
474,1687,133,5060,10,201,149,121,10.201.149.121:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
475,1688,133,5060,10,201,148,152,10.201.148.152:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
476,1689,133,5060,10,201,149,122,10.201.149.122:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
477,1692,133,5060,10,201,148,154,10.201.148.154:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
478,1693,133,5060,10,201,149,124,10.201.149.124:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
479,1698,133,5060,10,201,148,157,10.201.148.157:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
480,1699,133,5060,10,201,149,127,10.201.149.127:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
481,1700,133,5060,10,201,148,163,10.201.148.163:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
482,1701,133,5060,10,201,149,128,10.201.149.128:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
483,1694,133,5060,10,201,148,155,10.201.148.155:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
484,1695,133,5060,10,201,149,125,10.201.149.125:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
485,1696,133,5060,10,201,148,156,10.201.148.156:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
486,1697,133,5060,10,201,149,126,10.201.149.126:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
487,1704,133,5060,10,201,148,165,10.201.148.165:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
488,1705,133,5060,10,201,149,133,10.201.149.133:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
489,1710,133,5060,10,201,148,168,10.201.148.168:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
490,1711,133,5060,10,201,149,136,10.201.149.136:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
491,1712,133,5060,10,201,148,169,10.201.148.169:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
492,1713,133,5060,10,201,149,137,10.201.149.137:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
493,1708,133,5060,10,201,148,167,10.201.148.167:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
494,1709,133,5060,10,201,149,135,10.201.149.135:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
495,1706,133,5060,10,201,148,166,10.201.148.166:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
496,1707,133,5060,10,201,149,134,10.201.149.134:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
497,1714,133,5060,10,201,148,170,10.201.148.170:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
498,1715,133,5060,10,201,149,138,10.201.149.138:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
499,1716,133,5060,10,201,148,171,10.201.148.171:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
500,1717,133,5060,10,201,149,139,10.201.149.139:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
501,1722,133,5060,10,201,148,174,10.201.148.174:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
502,1723,133,5060,10,201,149,142,10.201.149.142:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
503,1726,133,5060,10,201,148,176,10.201.148.176:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
504,1727,133,5060,10,201,149,144,10.201.149.144:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
505,1724,133,5060,10,201,148,175,10.201.148.175:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
506,1725,133,5060,10,201,149,143,10.201.149.143:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
507,1728,133,5060,10,201,148,177,10.201.148.177:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
508,1729,133,5060,10,201,149,145,10.201.149.145:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
509,1730,133,5060,10,201,148,178,10.201.148.178:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
510,1731,133,5060,10,201,149,146,10.201.149.146:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
515,195,133,5060,10,201,148,181,10.201.148.181:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
516,196,133,5060,10,201,149,149,10.201.149.149:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
517,1736,133,5060,10,201,148,182,10.201.148.182:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
518,1737,133,5060,10,201,149,150,10.201.149.150:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
519,143,133,5060,10,201,148,183,10.201.148.183:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
520,144,133,5060,10,201,149,151,10.201.149.151:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
521,145,133,5060,10,201,148,184,10.201.148.184:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
522,146,133,5060,10,201,149,152,10.201.149.152:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
523,147,133,5060,10,201,148,185,10.201.148.185:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
524,148,133,5060,10,201,149,153,10.201.149.153:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
