tbl_SipIPPairConfig(tbl_SipIPPairConfig)

Export Time:2018/06/03 10:44:58

ID,Trunk No,IFM Module,Local server port,Remote IP1,Remote IP2,Remote IP3,Remote IP4,Remote URI,Master/Slave type,Remote IP1,Remote IP2,Remote IP3,Remote IP4,Second Remote URI,Second Master/Slave type,PBX Domain Name,IsDeleteTechprefix,Techprefix,Protocol Type,Reserved,PBX Equipment ID,Status
187,692,133,5060,10,201,147,135,10.201.147.135:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
188,270,133,5060,10,201,146,136,10.201.146.136:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
189,271,133,5060,10,201,147,136,10.201.147.136:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
190,272,133,5060,10,201,146,137,10.201.146.137:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
191,273,133,5060,10,201,147,137,10.201.147.137:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
192,693,133,5060,10,201,146,140,10.201.146.140:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
193,694,133,5060,10,201,147,140,10.201.147.140:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
194,695,133,5060,10,201,146,139,10.201.146.139:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
195,696,133,5060,10,201,147,139,10.201.147.139:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
196,617,133,5060,10,201,146,142,10.201.146.142:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
197,618,133,5060,10,201,147,142,10.201.147.142:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
198,605,133,5060,10,201,146,141,10.201.146.141:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
199,606,133,5060,10,201,147,141,10.201.147.141:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
200,992,133,5060,10,201,146,96,10.201.146.96:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
201,993,133,5060,10,201,147,96,10.201.147.96:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
202,322,133,5060,10,201,146,143,10.201.146.143:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
203,323,133,5060,10,201,147,143,10.201.147.143:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
204,625,133,5060,10,201,146,144,10.201.146.144:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
205,626,133,5060,10,201,147,144,10.201.147.144:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
206,910,133,5060,10,201,146,145,10.201.146.145:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
207,911,133,5060,10,201,147,145,10.201.147.145:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
208,740,133,5060,10,201,146,167,10.201.146.167:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
209,741,133,5060,10,201,147,167,10.201.147.167:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
210,702,133,5060,10,201,146,148,10.201.146.148:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
211,703,133,5060,10,201,147,148,10.201.147.148:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
212,704,133,5060,10,201,146,149,10.201.146.149:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
213,705,133,5060,10,201,147,149,10.201.147.149:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
214,710,133,5060,10,201,146,152,10.201.146.152:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
215,711,133,5060,10,201,147,152,10.201.147.152:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
216,712,133,5060,10,201,146,153,10.201.146.153:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
217,713,133,5060,10,201,147,153,10.201.147.153:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
218,716,133,5060,10,201,146,155,10.201.146.155:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
219,717,133,5060,10,201,147,155,10.201.147.155:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
220,714,133,5060,10,201,146,154,10.201.146.154:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
221,715,133,5060,10,201,147,154,10.201.147.154:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
222,718,133,5060,10,201,146,156,10.201.146.156:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
223,719,133,5060,10,201,147,156,10.201.147.156:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
224,720,133,5060,10,201,146,157,10.201.146.157:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
225,721,133,5060,10,201,147,157,10.201.147.157:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
226,722,133,5060,10,201,146,158,10.201.146.158:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
227,723,133,5060,10,201,147,158,10.201.147.158:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
228,726,133,5060,10,201,146,160,10.201.146.160:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
229,727,133,5060,10,201,147,160,10.201.147.160:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
230,728,133,5060,10,201,146,161,10.201.146.161:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
231,729,133,5060,10,201,147,161,10.201.147.161:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
232,732,133,5060,10,201,146,163,10.201.146.163:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
233,733,133,5060,10,201,147,163,10.201.147.163:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
234,734,133,5060,10,201,146,164,10.201.146.164:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
235,735,133,5060,10,201,147,164,10.201.147.164:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
236,706,133,5060,10,201,146,202,10.201.146.202:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
237,707,133,5060,10,201,147,202,10.201.147.202:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
238,736,133,5060,10,201,146,165,10.201.146.165:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
239,737,133,5060,10,201,147,165,10.201.147.165:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
240,738,133,5060,10,201,146,166,10.201.146.166:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
241,739,133,5060,10,201,147,166,10.201.147.166:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
242,730,133,5060,10,201,146,162,10.201.146.162:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
243,731,133,5060,10,201,147,162,10.201.147.162:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
244,746,133,5060,10,201,144,9,10.201.144.9:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
245,747,133,5060,10,201,145,9,10.201.145.9:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
246,742,133,5060,10,201,146,195,10.201.146.195:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
247,743,133,5060,10,201,147,195,10.201.147.195:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
248,340,133,5060,10,201,144,27,10.201.144.27:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
249,744,133,5060,10,201,146,30,10.201.146.30:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
250,745,133,5060,10,201,147,30,10.201.147.30:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
251,1596,133,5060,10,201,148,60,10.201.148.60:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
252,1597,133,5060,10,201,149,60,10.201.149.60:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
253,754,133,5060,10,201,146,198,10.201.146.198:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
254,755,133,5060,10,201,147,198,10.201.147.198:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
255,756,133,5060,10,201,146,199,10.201.146.199:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
256,757,133,5060,10,201,147,199,10.201.147.199:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
257,758,133,5060,10,201,146,200,10.201.146.200:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
258,759,133,5060,10,201,147,200,10.201.147.200:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
259,750,133,5060,10,201,146,197,10.201.146.197:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
260,751,133,5060,10,201,147,197,10.201.147.197:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
261,762,133,5060,10,201,146,203,10.201.146.203:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
262,763,133,5060,10,201,147,203,10.201.147.203:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
295,784,133,5060,10,201,146,221,10.201.146.221:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
296,785,133,5060,10,201,147,221,10.201.147.221:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
297,1538,133,5060,10,201,148,38,10.201.148.38:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
298,1542,133,5060,10,201,148,27,10.201.148.27:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
299,788,133,5060,10,201,146,223,10.201.146.223:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
300,789,133,5060,10,201,147,223,10.201.147.223:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
263,766,133,5060,10,201,146,205,10.201.146.205:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
264,767,133,5060,10,201,147,205,10.201.147.205:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
265,768,133,5060,10,201,146,206,10.201.146.206:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
266,769,133,5060,10,201,147,206,10.201.147.206:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
267,770,133,5060,10,201,146,207,10.201.146.207:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
268,771,133,5060,10,201,147,207,10.201.147.207:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
269,772,133,5060,10,201,146,208,10.201.146.208:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
270,773,133,5060,10,201,147,208,10.201.147.208:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
271,774,133,5060,10,201,146,209,10.201.146.209:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
272,775,133,5060,10,201,147,209,10.201.147.209:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
273,994,133,5060,10,201,146,215,10.201.146.215:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
274,995,133,5060,10,201,147,215,10.201.147.215:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
275,778,133,5060,10,201,146,211,10.201.146.211:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
276,779,133,5060,10,201,147,211,10.201.147.211:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
277,635,133,5060,10,201,146,212,10.201.146.212:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
278,636,133,5060,10,201,147,212,10.201.147.212:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
279,700,133,5060,10,201,146,213,10.201.146.213:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
280,701,133,5060,10,201,147,213,10.201.147.213:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
281,780,133,5060,10,201,146,214,10.201.146.214:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
282,781,133,5060,10,201,147,214,10.201.147.214:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
283,776,133,5060,10,201,146,217,10.201.146.217:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
284,777,133,5060,10,201,147,217,10.201.147.217:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
285,611,133,5060,10,201,146,216,10.201.146.216:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
286,612,133,5060,10,201,147,216,10.201.147.216:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
287,649,133,5060,10,201,146,218,10.201.146.218:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
288,650,133,5060,10,201,147,218,10.201.147.218:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
289,764,133,5060,10,201,146,219,10.201.146.219:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
290,765,133,5060,10,201,147,219,10.201.147.219:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
291,782,133,5060,10,201,146,204,10.201.146.204:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
292,783,133,5060,10,201,147,204,10.201.147.204:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
293,601,133,5060,10,201,146,220,10.201.146.220:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
294,602,133,5060,10,201,147,220,10.201.147.220:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
301,18,133,5060,10,215,104,133,10.215.104.133:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
302,19,133,5060,10,215,29,133,10.215.29.133:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
303,790,133,5060,10,201,146,224,10.201.146.224:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
304,791,133,5060,10,201,147,224,10.201.147.224:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
305,792,133,5060,10,201,146,225,10.201.146.225:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
306,793,133,5060,10,201,147,225,10.201.147.225:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
307,794,133,5060,10,201,146,226,10.201.146.226:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
308,795,133,5060,10,201,147,226,10.201.147.226:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
309,1543,133,5060,10,201,149,27,10.201.149.27:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
310,1544,133,5060,10,201,148,28,10.201.148.28:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
311,796,133,5060,10,201,148,3,10.201.148.3:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
312,797,133,5060,10,201,149,3,10.201.149.3:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
313,798,133,5060,10,201,148,4,10.201.148.4:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
314,799,133,5060,10,201,149,4,10.201.149.4:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
315,1502,133,5060,10,201,148,6,10.201.148.6:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
316,1503,133,5060,10,201,149,6,10.201.149.6:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
317,1518,133,5060,10,201,148,14,10.201.148.14:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
318,1519,133,5060,10,201,149,14,10.201.149.14:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
319,1508,133,5060,10,201,148,9,10.201.148.9:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
320,1509,133,5060,10,201,149,9,10.201.149.9:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
321,1512,133,5060,10,201,148,11,10.201.148.11:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
322,1513,133,5060,10,201,149,11,10.201.149.11:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
323,1514,133,5060,10,201,148,12,10.201.148.12:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
324,1515,133,5060,10,201,149,12,10.201.149.12:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
325,1516,133,5060,10,201,148,13,10.201.148.13:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
326,1517,133,5060,10,201,149,13,10.201.149.13:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
327,1510,133,5060,10,201,148,10,10.201.148.10:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
328,1511,133,5060,10,201,149,10,10.201.149.10:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
329,395,133,5060,10,201,148,15,10.201.148.15:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
330,396,133,5060,10,201,149,15,10.201.149.15:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
331,1520,133,5060,10,201,148,16,10.201.148.16:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
332,1521,133,5060,10,201,149,16,10.201.149.16:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
333,1522,133,5060,10,201,148,17,10.201.148.17:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
334,1523,133,5060,10,201,149,17,10.201.149.17:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
335,1524,133,5060,10,201,148,18,10.201.148.18:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
336,1525,133,5060,10,201,149,18,10.201.149.18:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
337,1526,133,5060,10,201,148,19,10.201.148.19:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
338,1527,133,5060,10,201,149,19,10.201.149.19:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
339,1528,133,5060,10,201,148,20,10.201.148.20:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
340,1529,133,5060,10,201,149,20,10.201.149.20:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
341,1532,133,5060,10,201,148,22,10.201.148.22:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
342,1533,133,5060,10,201,149,22,10.201.149.22:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
343,1530,133,5060,10,201,148,21,10.201.148.21:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
344,1531,133,5060,10,201,149,21,10.201.149.21:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
345,1534,133,5060,10,201,148,23,10.201.148.23:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
346,1535,133,5060,10,201,149,23,10.201.149.23:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
347,1536,133,5060,10,201,148,24,10.201.148.24:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
348,1537,133,5060,10,201,149,24,10.201.149.24:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
349,1548,133,5060,10,201,148,35,10.201.148.35:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
350,1549,133,5060,10,201,149,35,10.201.149.35:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
351,1540,133,5060,10,201,148,26,10.201.148.26:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
352,1541,133,5060,10,201,149,26,10.201.149.26:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
353,1550,133,5060,10,201,148,36,10.201.148.36:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
354,1551,133,5060,10,201,149,36,10.201.149.36:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
355,1545,133,5060,10,201,149,28,10.201.149.28:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
356,1546,133,5060,10,201,148,29,10.201.148.29:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
357,1547,133,5060,10,201,149,29,10.201.149.29:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
358,1552,133,5060,10,201,148,37,10.201.148.37:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
359,1553,133,5060,10,201,149,37,10.201.149.37:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
360,1539,133,5060,10,201,149,38,10.201.149.38:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
361,1556,133,5060,10,201,148,40,10.201.148.40:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
362,1557,133,5060,10,201,149,40,10.201.149.40:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
363,1558,133,5060,10,201,148,41,10.201.148.41:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
364,1559,133,5060,10,201,149,41,10.201.149.41:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
365,1562,133,5060,10,201,148,43,10.201.148.43:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
366,1563,133,5060,10,201,149,43,10.201.149.43:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
367,1648,133,5060,10,201,148,48,10.201.148.48:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
368,1649,133,5060,10,201,149,48,10.201.149.48:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
369,1570,133,5060,10,201,148,47,10.201.148.47:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
370,1571,133,5060,10,201,149,47,10.201.149.47:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
371,1568,133,5060,10,201,148,46,10.201.148.46:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
372,1569,133,5060,10,201,149,46,10.201.149.46:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
373,1576,133,5060,10,201,148,50,10.201.148.50:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
374,1577,133,5060,10,201,149,50,10.201.149.50:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
375,1578,133,5060,10,201,148,51,10.201.148.51:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
376,1579,133,5060,10,201,149,51,10.201.149.51:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
377,1580,133,5060,10,201,148,52,10.201.148.52:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
378,1581,133,5060,10,201,149,52,10.201.149.52:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
379,1584,133,5060,10,201,148,53,10.201.148.53:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
380,1585,133,5060,10,201,149,53,10.201.149.53:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
381,1566,133,5060,10,201,148,45,10.201.148.45:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
382,1567,133,5060,10,201,149,45,10.201.149.45:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
383,1588,133,5060,10,201,148,56,10.201.148.56:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
384,1589,133,5060,10,201,149,56,10.201.149.56:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
385,1564,133,5060,10,201,148,44,10.201.148.44:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
386,1565,133,5060,10,201,149,44,10.201.149.44:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
387,1574,133,5060,10,201,148,131,10.201.148.131:5060,Master,255,255,255,255,255.255.255.255:65535,Slave,,True,,UDP,'0,,1
