tbl_CallPreProc(tbl_CallPreProc)

Export Time:2018/06/03 11:07:18

ID,Call source code,Call code,Nature of callee address indicator,Centrex GroupNo,Local DN set,Call prefix,Caller category,Time Index,Orginal SubCategory,Call prefix processing name,Call from,Called number change flag,Method of sending tone,Failure processing flag,Caller number change flag,Call Prefix Processing control flag,Color ring mode,Reserved,New DN set,Called number change index,Caller number change index,Mobile send tone method,Reanalysis,Tone position,Send answer signal,Reserved Field,Reanalysis items,Signal tone type,Processing type,Failure cause code,SCP parameter table index,New Local DN set,New Call Source Code,Master/Slave type,Adjust called num flag,Adjust called num before change flag,Adjust called collected num flag,Reserved Field,SubCategory,Prefix index,Service access code,Reserved For Hot Patch,Status
584,130,1508,All number,65535,4,'0423,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
585,130,1509,All number,65535,4,'0424,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
123,130,676,All number,65535,4,'0425,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
124,130,677,All number,65535,4,'0426,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
125,130,678,All number,65535,4,'0427,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
126,130,679,All number,65535,4,'0428,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
127,130,680,All number,65535,4,'0429,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
128,130,681,All number,65535,4,'0430,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
129,130,682,All number,65535,4,'0431,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
130,130,683,All number,65535,4,'0432,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
131,130,684,All number,65535,4,'0433,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
132,130,685,All number,65535,4,'0434,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
133,130,686,All number,65535,4,'0435,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
134,130,687,All number,65535,4,'0436,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
135,130,688,All number,65535,4,'0437,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
136,130,689,All number,65535,4,'0438,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
137,130,690,All number,65535,4,'0439,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
143,130,697,All number,65535,4,'0440,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
138,130,691,All number,65535,4,'0441,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
140,130,693,All number,65535,4,'0443,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
141,130,694,All number,65535,4,'0444,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
142,130,695,All number,65535,4,'0445,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
227,130,701,All number,65535,4,'0446,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
228,130,703,All number,65535,4,'0447,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
229,130,888,All number,65535,4,'0448,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
249,130,556,All number,65535,4,'0449,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
9,130,1221,All number,65535,4,'0451,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,131,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
24,130,1222,All number,65535,4,'0452,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,131,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
337,130,1226,All number,65535,4,'0453,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,131,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
346,130,1259,All number,65535,4,'0454,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,131,'0(No Change),Not sending tone,True,'0,True,'0,10000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
252,130,597,All number,65535,4,'0455,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
253,130,602,All number,65535,4,'0456,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,3,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
254,130,603,All number,65535,4,'0457,All categories,'0,65534,Cut_Dialer_Prefix,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,130,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,1,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
56,301,209,All number,65535,'0,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'01000000,Record 0,No process,Interconnection not defined,255,3,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
240,51,209,All number,65535,'0,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'01000000,Record 0,No process,Interconnection not defined,255,3,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
341,405,209,All number,65535,'0,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,True,Normal,Not Send,'0,NULL,'0(No Change),25,Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,8,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
202,15,1765,All number,65535,10,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,3,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
530,401,209,All number,65535,'0,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,True,Normal,Not Send,'0,NULL,'0(No Change),25,Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,8,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
106,501,209,All number,65535,'0,'0902,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'01000000,Record 0,No process,Interconnection not defined,255,3,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1642,15,3842,All number,65535,10,'09028801,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,17,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1643,15,3843,All number,65535,10,'090291,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,17,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1644,15,3844,All number,65535,10,'090292,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,4,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,17,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1391,19,972,All number,65535,13,1,All categories,'0,65534,Noname,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
495,18,972,All number,65535,13,1,All categories,'0,65534,Noname,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1528,122,3778,All number,65535,15,1,All categories,'0,65534,Noname,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1556,135,3778,All number,65535,15,1,All categories,'0,65534,Noname,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1385,401,3629,All number,65535,'0,1100,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1016,401,585,All number,65535,'0,1111,All categories,'0,65534,Noname,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,False,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
975,405,1789,All number,65535,'0,1234,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
290,401,1789,All number,65535,'0,1234,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
422,401,1790,All number,65535,'0,1235,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
424,401,1791,All number,65535,'0,1300,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1019,401,1316,All number,65535,'0,1301,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
425,401,1794,All number,65535,'0,1306,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1651,401,3854,All number,65535,'0,1316,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
426,401,1792,All number,65535,'0,1318,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
427,401,1759,All number,65535,'0,1442,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,5,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1608,65534,1795,All number,65535,'0,1443,All categories,'0,65534,MOEndowrmnt,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,44,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
1609,65534,3808,All number,65535,15,1443,All categories,'0,65534,MOEndowment,MAP,False,Not send tone,False,False,Normal,Not Send,'0,NULL,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,'0,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
428,401,1795,All number,65535,'0,1443,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
429,401,1796,All number,65535,'0,1444,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
338,405,188,All number,65535,'0,15,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,8,'0(No Change),'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
465,401,572,All number,65535,'0,1500,All categories,'0,65534,Noname,MAP,True,Not send tone,False,False,Normal,Not Send,'0,NULL,300,'0(No Change),Not sending tone,True,'0,True,'0,'00000000,Record 0,No process,Interconnection not defined,255,NULL,65535,Master,True,True,True,'0,65534,254,FFFFFFFF,'0,1
