Route No.,Route Name,Subroute Sel.Mode,Per of Dir Subroutes,Percentage 2,Percentage 3,Percentage 4,1st sub-route,2nd sub-route,3rd sub-route,4th sub-route
3952,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3952,Select by percentage,100,46,38,8,222,82,83,80
3953,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3953,Select by percentage,100,46,38,8,222,82,83,80
3954,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3954,Select by percentage,100,46,38,8,222,82,83,80
3955,NFixed-1Tele-2TATA IND-3TATA-4BT-5IDT-3955,Select by percentage,46,38,8,8,82,83,80,81
3956,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3956,Select by percentage,100,46,38,8,222,82,83,80
3957,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3957,Select by percentage,100,46,38,8,222,82,83,80
3958,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3958,Select by percentage,70,30,60,20,220,221,180,181
3959,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3959,Select by percentage,100,46,38,8,222,82,83,80
3960,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3960,Select by percentage,100,46,38,8,222,82,83,80
3961,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3961,Select by percentage,100,46,38,8,222,82,83,80
3962,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3962,Select by percentage,100,46,38,8,222,82,83,80
3963,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3963,Select by percentage,100,46,38,8,222,82,83,80
3964,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3964,Select by percentage,100,46,38,8,222,82,83,80
3965,Nfixed-1Britel-2TATAVOIP-3JT-4IDT-5Protel-3965,Select by percentage,50,50,100,50,320,321,222,260
3966,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3966,Select by percentage,70,30,60,20,220,221,180,181
3967,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3967,Select by percentage,70,30,60,20,220,221,180,181
3968,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3968,Select by percentage,100,46,38,8,222,82,83,80
3969,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3969,Select by percentage,100,46,38,8,222,82,83,80
3970,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3970,Select by percentage,70,30,60,20,220,221,180,181
3971,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3971,Select by percentage,70,30,60,20,220,221,180,181
3972,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3972,Select by percentage,100,46,38,8,222,82,83,80
3973,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3973,Select by percentage,70,30,60,20,220,221,180,181
3974,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-5Qtel-3974,Select by percentage,100,46,38,8,222,82,83,80
3975,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3975,Select by percentage,70,30,60,20,220,221,180,181
3976,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3976,Select by percentage,100,46,38,8,222,82,83,80
3977,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3977,Select by percentage,100,46,38,8,222,82,83,80
3978,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3978,Select by percentage,70,30,60,20,220,221,180,181
3979,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3979,Select by percentage,100,46,38,8,222,82,83,80
3980,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3980,Select by percentage,100,46,38,8,222,82,83,80
3981,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3981,Select by percentage,70,30,60,20,220,221,180,181
3982,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3982,Select by percentage,100,46,38,8,222,82,83,80
3983,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3983,Select by percentage,70,30,60,20,220,221,180,181
3984,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3984,Select by percentage,70,30,60,20,220,221,180,181
3985,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3985,Select by percentage,100,46,38,8,222,82,83,80
3986,Nfixed-1TIS-2TATAVOIP-3Tele-4TATA-3986,Select by percentage,100,100,50,50,330,222,82,83
3987,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3987,Select by percentage,70,30,60,20,220,221,180,181
3988,Nfixed-1TIS-2TATAVOIP-3Tele-4TATA-3988,Select by percentage,100,100,50,50,330,222,82,83
3989,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3989,Select by percentage,70,30,60,20,220,221,180,181
3990,Nfixed-1Bharti-2Protel-3JT-4Britel-5TIS-3990,Select by percentage,60,20,20,50,180,181,182,335
3991,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3991,Select by percentage,70,30,60,20,220,221,180,181
3992,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3992,Select by percentage,70,30,60,20,220,221,180,181
3993,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3993,Select by percentage,100,46,38,8,222,82,83,80
3994,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3994,Select by percentage,100,46,38,8,222,82,83,80
3995,NFixedVOIP-1TATAVOIP-2Telenor-3TATA-4TATA IND-3995,Select by percentage,100,46,38,8,222,82,83,80
3996,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3996,Select by percentage,70,30,60,20,220,221,180,181
3997,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3997,Select by percentage,70,30,60,20,220,221,180,181
3998,NFixed-1TATA-2Bharti-3Protel-4JT-5TIS-3998,Select by percentage,70,30,60,20,220,221,180,181
4001,CCS-1JT-2TATA-3Bharti-4Tele-5ISC-4001,Select by percentage,50,50,70,30,260,261,220,221
4002,CCS-1JT-2TATA-3Bharti-4Tele-5ISC-4002,Select by percentage,50,50,70,30,260,261,220,221
4003,CCS-1JT-2TATA-3Bharti-4Tele-5ISC-4003,Select by percentage,50,50,70,30,260,261,220,221
4004,CCS-1JT-2TATA-3Bharti-4Tele-5ISC-4004,Select by percentage,50,50,70,30,260,261,220,221
4005,CCS-1MIR-1TIS-2IDTVOIP-3Britel-4005,Select by percentage,50,25,25,50,330,340,341,270
4006,CCS-1MIR-2Bangla-3TIS-4IDTVOIP-5Britel-4006,Select by percentage,20,10,10,4,240,310,311,330
4007,CCS-1TIS-2Tele-3IDT-4TATA-5TATAVOIP-4007,Select by percentage,50,25,25,10,330,340,341,80
4008,CCS-1Protel-2TIS-3JT-4IDTVOIP-5TATAVOIP-4008,Select by percentage,45,45,4,3,335,336,330,340
4009,CCS-1Protel-2IDT-3Tele-4TATA-5TATAVOIP-4009,Select by percentage,50,50,50,50,335,336,270,271
4010,CCS-1Prtoel-2Telenor-3Bharti-4TIS-5JT-4010,Select by percentage,40,40,2,2,335,336,80,81
4011,CCS-1Bhart-2TATA-3TIS-4Protel-5Tele-4011,Select by percentage,60,20,20,70,180,181,182,220
4018,CCS-1TATA IND-2Bharti-3Tele-4Qtel-5ISCC-4018,Select by percentage,40,60,60,20,350,351,180,181
4019,CCS-1TATA IND-2Bharti-3Tele-4Qtel-5ISCC-4019,Select by percentage,40,60,60,20,350,351,180,181
4020,CCS-1TATA IND-2Bharti-3Tele-4Qtel-5ISCC-4020,Select by percentage,40,60,60,20,350,351,180,181
4021,CCS-1TATA IND-2Bharti-3Tele-4Qtel-5ISCC-4021,Select by percentage,40,60,60,20,350,351,180,181
4022,CCS-1TATA IND-2Bharti-3Tele-4Qtel-5ISCC-4022,Select by percentage,40,60,60,20,350,351,180,181
4023,CCS-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-4023,Select by percentage,24,36,24,8,350,351,180,181
4024,CCS-1Indosat-2Tele-3TIS-4IDTVOIP-5Bharti-6Protel-4024,Select by percentage,50,50,10,10,370,371,80,81
4025,CCS-1Indosat-2Tele-3TIS-4JT-5TATA-6Protel-4025,Select by percentage,50,50,10,10,370,371,80,81
4026,CCS-1Indosat-2Tele-3TIS-4JT-5TATA-6Protel-4026,Select by percentage,50,50,10,10,370,371,80,81
4027,CCS-1Indosat-2Tele-3TIS-4JT-5Protel-6Bharti-4027,Select by percentage,50,50,10,10,370,371,80,81
4028,CCS-1Indosat-2Tele-3TIS-4JT-5Protel-6Bharti-4028,Select by percentage,50,50,10,10,370,371,80,81
4029,CCS-1Indosat-2TIS-3Tele-4JT-5Protel-6Bharti-4029,Select by percentage,50,50,100,10,370,371,330,80
4035,CCS-1TATA-2TIS-3Tele-4Bharti-4035,Select by percentage,70,30,100,10,220,221,330,80
4036,CCS-1TATA-2TIS-3Tele-4Bharti-4036,Select by percentage,70,30,100,10,220,221,330,80
4039,CCS-1TATA-2JT-3TIS-4Tele-5Bharti-6Protel-4039,Select by percentage,70,30,50,50,220,221,260,261
4043,CCS-1TIS-2Bharti-3IDT VOIP-4IndoSat-5TATA-4043,Select by percentage,30,15,15,20,330,340,341,180
4044,CCS-1Protel-2Bharti-3BT-4Indosat-5IDTVOI-4044,Select by percentage,30,30,20,10,335,336,180,181
4045,CCS-1TIS-2Britel-3Tele-4TATAIND-5JT-4045,Select by percentage,25,13,12,25,330,340,341,320
4046,CCS-1Protel-2TIS-3JT-4Bharti-5IDTVOIP-4046,Select by percentage,50,50,50,25,335,336,330,340
4047,CCS-1Tele-2TATA-3TIS-4Bharti-5JT-6Protel-4047,Select by percentage,10,10,45,35,80,81,82,83
4048,CCS-1Protel-2JT-3Pantel-4Bharti-5TATAVOIP-4048,Select by percentage,35,35,15,15,335,336,260,261
4049,CCS-1TIS-2Tele-3Protel-4TATAVOIP-5TATA-4049,Select by percentage,25,13,12,5,330,340,341,80
4050,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-4050,Select by percentage,50,50,14,86,113,114,111,112
4051,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-4051,Select by percentage,50,50,14,86,113,114,111,112
4052,NMobile-1Qtel-2TelC-3TelU-4Bha-5TataC-6ISC-4052,Select by percentage,50,50,14,86,113,114,111,112
4053,CCS-2JT-3TATA-4Tele-5TIS-6OT-4053,Select by percentage,50,50,70,30,260,261,220,221
4054,CCS-1IDT-1IDT Voip -2TATA-3JT-4Tele-5TATAIND-5TATAVOIP-4054,Select by percentage,17,18,25,25,270,271,260,261
4055,CCS-1JT-2teleC-3TeleU-4TATAU-5TATAC-6Bharti,Select by percentage,40,40,8,8,260,261,82,83
4056,CCS-1Zain-3TATA-4Tele-5Bharti-4056,Select by percentage,100,30,70,50,360,221,220,80
4057,CCS-1Bharti-2JT-3TIS-4Protel-5Tele-4057,Select by percentage,60,20,20,50,180,181,182,260
4058,CCS-1TATAVOIP-2TATA-3TATAIND-4Bharti-5Protel-4058,Select by percentage,100,70,30,40,222,220,221,350
4059,CCS-1Britel-2JT-3TIS-4Protel-5TATA-4059,Select by percentage,25,25,25,25,320,321,260,261
4060,CCS-11TATA-2TATAVOIP-3JT-4Britel-5Bharti-4060,Select by percentage,70,30,100,50,220,221,222,260
4061,CCS-1Protel-2TIS-JT-4TATA-5TATAVOIP-4061,Select by percentage,25,25,25,12,335,336,330,340
4065,CCS-1Bharti-2TATA-3TIS-4Tele-5JT-6Protel-4065,Select by percentage,60,20,20,70,180,181,182,220
4066,CCS-1Protel-2JT-3IDT-4TIS-5BT-4066,Select by percentage,25,25,25,25,335,336,260,261
4067,CCS-1Tele-2ProTel-3BT-4JT-5TIS-4067,Select by percentage,8,8,46,38,80,81,82,83
4068,CCS-1Protel-2JT-3BT-4TIS-5Tele-4068,Select by percentage,25,25,25,25,335,336,260,261
4069,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4069,Select by percentage,70,30,100,10,220,221,330,80
4070,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4070,Select by percentage,70,30,100,10,220,221,330,80
4071,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4071,Select by percentage,70,30,100,10,220,221,330,80
4072,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4072,Select by percentage,70,30,100,10,220,221,330,80
4073,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4073,Select by percentage,70,30,100,10,220,221,330,80
4074,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4074,Select by percentage,70,30,100,10,220,221,330,80
4075,CCS-1DU-2Etisalat-3TATA-4Tele-5ISC-4075,Select by percentage,25,2,13,10,70,71,72,73
4076,CCS-1DU-3Etisalat-4TATA-5Tele-6ISC-4076,Select by percentage,50,5,25,20,70,71,72,73
4077,CCS-1Etisalat-2DU-4TATA-5Tele-6ISC-4077,Select by percentage,50,50,50,5,200,201,70,71
4078,CCS-1TATA-2Tele-3Bhrti-4IDTVOIP-4078,Select by percentage,70,30,46,38,220,221,82,83
4079,CCS-1TATA-2Tele-3Bhrti-4IDTVOIP-4079,Select by percentage,70,30,46,38,220,221,82,83
4080,CCS-1TATA-2Tele-3Bhrti-4IDTVOIP-4080,Select by percentage,70,30,46,38,220,221,82,83
4081,CCS-1TIS-2TATA-3TATA-IND-4Bharti-5TATAVOIP-4081,Select by percentage,35,15,15,25,330,340,341,220
4082,CCS-1TIS-2TATA-3TATA-IND-4Bharti-5TATAVOIP-4082,Select by percentage,35,15,15,25,330,340,341,220
4083,CCS-1TIS-2TATA-3TATA-IND-4Bharti-5TATAVOIP-4083,Select by percentage,35,15,15,25,330,340,341,220
4084,CCS-1TIS-2TATA-3TATA-IND-4Bharti-5TATAVOIP-4084,Select by percentage,35,15,15,25,330,340,341,220
4085,CCS-1TIS-2TATA-3TATA-IND-4Bharti-5TATAVOIP-4085,Select by percentage,35,15,15,25,330,340,341,220
4086,CCS-1TATAIND-2TATAVOIP-3TATA-4Protel-5Bharti-4086,Select by percentage,40,60,100,70,350,351,222,220
4087,CCS-1TATAIND-2TATAVOIP-3TATA-4Protel-5Bharti-4087,Select by percentage,40,60,100,70,350,351,222,220
4088,CCS-1Bharti-2JT-3Protel-4TATAVOIP-5TATA-4088,Select by percentage,60,20,20,50,180,181,182,260
4089,CCS-1TATA-2TATA-IND-3Bharti-4IDTVOIP-5ISC-4089,Select by percentage,30,70,40,60,221,220,350,351
4090,1(NOR-TELEN) 2(IND-TATA) 3(JOD-JTG) 4(OMN-OMT),Select by percentage,45,35,10,10,82,83,81,80
4091,CCS-1TataU-2TataC-3TelenorU-4TelenorC-5ISC,Select by percentage,100,100,50,50,220,221,80,81
4092,CCS-1TelenorC-2TelenorU-3Bharti-4TataC-5TataU-6ISC,Select by percentage,50,50,50,50,82,83,80,81
4093,CCS-1Tele-2TATA-3Bharti-4Invitel-4093,Select by percentage,50,50,50,50,80,81,82,83
4094,CCS-1TATA-2Tele-3Qtel-4Bharti-5TIS-4094,Select by percentage,70,30,50,50,220,221,80,81
4095,CCS-1IDTVOIP-2Tele-3TATA-4Bharti-5ISC-4095,Select by percentage,50,50,46,38,270,271,82,83
4096,CCS-1TATAC-3TATAU-4TelenorC-5TelenorU-6Bharti-7ISC-4096,Select by percentage,30,70,50,50,221,220,82,83
4097,CCS-1JT-2TIS-3TATA-4Tele-5Bharti-6Protel-4097,Select by percentage,50,50,100,70,260,261,330,220
4099,CCS-1TATAU-2TelenorU-3Bharti-4ISC,Select by percentage,70,30,50,50,220,221,82,83
4100,CCS-1TelenorC-2TelenorU-3TataU-4TataC,Select by percentage,50,50,50,50,82,83,80,81
4102,CCS-1TelenorU-2TATAU-3TATAC-4Bharti-5ISC-4102,Select by percentage,50,50,50,50,82,83,80,81
4103,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-4103,Select by percentage,30,20,50,46,220,221,330,82
4104,NFixed-1TelenorC-2TelenorU-3Bharti-4TataU-5TataC-6ISC,Select by percentage,50,50,50,50,82,83,80,81
4105,CCS-1Sparkle,Sequential selection,0,0,0,0,330,None,None,None
4106,CCS-1Indosat,Select by percentage,50,50,0,0,370,371,None,None
4107,CCS-1TATA IND-2Bharti-3JT-4Tele-5Qtel-6ISC-4107,Select by percentage,24,36,24,8,350,351,180,181
4108,CCS-1TIS-2Qtel-3Bharti-4TATA-5TATA-IND-4108,Select by percentage,100,50,50,60,330,113,114,180
4109,CCS-1TATA-3Bharti-4TATA-IND-6ISC-4109,Select by percentage,35,15,60,20,220,221,180,181
4110,CCS-1TATA-2TIS-3Tele-4Bharti-4110,Select by percentage,70,30,100,10,220,221,330,80
4111,CCS-1TATA-2Bharti-3TIS-4Tele-5JT-4111,Select by percentage,70,30,60,20,220,221,180,181
4112,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-4112,Select by percentage,70,30,100,10,220,221,330,80
4114,CCS-1Sparkle-2Invitel-3TelenorU-4TelenorC-5ISC,Select by percentage,100,100,50,50,330,140,80,81
4115,CCS-2TIS-3TATA-4JT-5Bharti-6TATA-IND-4115,Select by percentage,100,70,30,50,330,220,221,260
4116,CCS-1TATA-3JT-4Bharti-5TIS-6TATA-IND-4116,Select by percentage,70,30,50,50,220,221,260,261
4117,CCS-2TIS-3JT-4TATA-5Bharti-6TATA-IND-4117,Select by percentage,100,50,50,70,330,260,261,220
4118,CCS-1Tata Voip-2TIS-3Tele-4Protel-5JT-4118,Select by percentage,100,50,25,25,222,330,340,341
4121,CCS-1Tata,Select by percentage,30,70,0,0,221,220,None,None
4122,CCS-1Tele-2TIS-3Pantel,Select by percentage,50,50,50,50,82,83,80,81
4123,CCS-1Tata,Select by percentage,30,70,0,0,221,220,None,None
4124,CCS-1Tele-2Tata-3Pantel,Select by percentage,50,50,50,50,82,83,80,81
4125,CCS-1IDTVOIP-2TATA-3Pantel-4Bharti-4125,Select by percentage,50,50,70,30,270,271,220,221
4126,CCS-1Tele-2TIS-3Tata,Select by percentage,50,50,50,50,82,83,80,81
4127,CCS-1Tata-2Tele-3TIS,Select by percentage,30,70,50,50,221,220,82,83
4128,CCS-1Bharti-2JT-3TATA-4TIS-5Tele-6Protel-4128,Select by percentage,60,20,20,50,180,181,182,260
4129,CCS-1TATALondon-2TATAInd-3ISC,Select by percentage,100,40,60,50,220,350,351,62
4130,CCS-1TATAInd-2ISC,Select by percentage,40,60,50,50,350,351,62,63
4131,CCS-1indosat-2TATAInd-3TATALondon,Select by percentage,50,50,40,60,370,371,350,351
4132,CCS-1TATAInd-2TATALondon-3ISC,Select by percentage,40,60,100,50,350,351,220,62
4133,CCS-1TATALondon-2TATAInd-3ISC,Select by percentage,100,40,60,50,220,350,351,62
4135,CCS-1Qtel-2TATAlondon-3TATA IND-4ISC,Select by percentage,50,50,100,40,113,114,220,350
4136,CCS-1TIS-2TATA IND-3ISC,Select by percentage,100,40,60,50,330,350,351,62
4137,Nfixed-1ISC-2TATA IND,Select by percentage,50,50,40,60,62,63,350,351
4138,CCS-1TATA London-2ISC,Select by percentage,100,50,50,0,220,62,63,None
4139,CCS-1Qtel-2TATA Ind-3ISC,Select by percentage,50,50,40,60,113,114,350,351
4140,CCS-1SparkleVoIP,Select by percentage,100,0,0,0,340,None,None,None
4141,CCS-1JT-2TATA-3Tele-4Pantel-5Bharti-4141,Select by percentage,50,50,70,30,260,261,220,221
4142,CCS-1TIS-2Telenor-3TATA-4Bharti-4142,Select by percentage,100,8,8,46,330,80,81,82
4143,CCS-1Tele-2TATA-3Bharti-4ISC,Select by percentage,50,50,50,50,80,81,82,83
4144,CCS-1Tele-2TATA-3Bharti-4144,Select by percentage,50,50,50,50,80,81,82,83
4145,CCS-1TATA-2Telenor-3Bharti-5TIS-6ISC,Select by percentage,70,30,50,50,220,221,82,83
4146,CCS-1TATA-2Telenor-3Bharti-4TIS-6ISC,Select by percentage,70,30,50,50,220,221,82,83
4147,CCS-1Tele-2TATA-3TIS-4Qtel-5TATA_IND-6Bharti-4147,Select by percentage,50,50,50,50,80,81,82,83
4150,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4150,Select by percentage,70,30,50,50,220,221,82,83
4151,CCS-1TIS-2Bharti-3IDTVOIP-4TATA-5Indosat-4151,Select by percentage,30,15,15,20,330,340,341,180
4156,CCS-2Tele-3TIS-4TATA-5ISC-4156,Select by percentage,50,50,50,50,80,81,82,83
4157,CCS-2TATA-3TIS-4Bharti-5ISC-4157,Select by percentage,70,30,100,60,220,221,330,180
4158,CCS-1TIS-2TATA-3Bharti-4Tele-6ISC-4158,Select by percentage,100,70,30,60,330,220,221,180
4159,CCS-1Pantel-2TIS-3Tele-4Qtel-5TATA-6ISC-4159,Select by percentage,100,100,50,50,140,330,80,81
4160,CCS-1TIS-2Tele-3TATA-4Qtel-5Bharti-6ISC-4160,Select by percentage,100,50,50,50,330,80,81,82
4161,CCS-1TATA-2JT-3Bharti-4TATAVOIP-5TATAIND-4161,Select by percentage,60,20,5,5,220,221,260,261
4162,CCS-1Bharti-2TATA-3TATA_Ind-5Tele-6ISC-4162,Select by percentage,60,20,20,70,180,181,182,220
4163,CCS-1TATA-2Tele-3TATA_Ind-4ISC-5Bharti-4163,Select by percentage,30,70,46,38,221,220,82,83
4164,CCS-1Bharti-2TATA-3TATA_Ind-4Tele-5ISC-4164,Select by percentage,60,20,20,70,180,181,182,220
4173,CCS-1TATA-2TIS-3Tele-4Bharti-5JT-6Protel-4173,Select by percentage,70,30,100,46,220,221,330,82
4174,CCS-1Tele-2Protel-3JT-4BT-5Sparkle-4174,Select by percentage,25,25,25,25,80,81,82,83
4175,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4175,Select by percentage,70,30,46,38,220,221,82,83
4176,CCS-1Bharti-2Tele-3TATA-4176,Select by percentage,60,20,20,46,180,181,182,82
4177,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4177,Select by percentage,70,30,46,38,220,221,82,83
4178,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4178,Select by percentage,70,30,46,38,220,221,82,83
4179,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4179,Select by percentage,70,30,50,50,220,221,82,83
4180,CCS-2Bharti-3Tele-4TATA-4180,Select by percentage,60,20,20,46,180,181,182,82
4181,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4181,Select by percentage,70,30,50,50,220,221,82,83
4182,CCS-2Bharti-3Tele-4TATA-4182,Select by percentage,60,20,20,46,180,181,182,82
4183,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4183,Select by percentage,70,30,50,50,220,221,82,83
4184,CCS-2Bharti-3Tele-4TATA-4184,Select by percentage,60,20,20,46,180,181,182,82
4185,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4185,Select by percentage,70,30,50,50,220,221,82,83
4186,CCS-1Bharti-2Tele-3TATA-4186,Select by percentage,60,20,20,46,180,181,182,82
4187,CCS-1TIS-2Bharti-3TATA-4TATA-IND-4187,Select by percentage,100,60,20,20,330,180,181,182
4188,CCS-1TATA-2Tele-3Bharti-4TIS-5Qtel-6ISC-4188,Select by percentage,70,30,46,38,220,221,82,83
4189,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4189,Select by percentage,70,30,46,38,220,221,82,83
4190,NFixed-1TelenorC-2TelenorU-3Bharti-4TataU-5TataC-6ISC-4190,Select by percentage,46,38,8,8,82,83,80,81
4191,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4191,Select by percentage,70,30,50,50,220,221,82,83
4192,CCS-2Bharti-3Tele-4TATA-4192,Select by percentage,60,20,20,46,180,181,182,82
4193,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4193,Select by percentage,70,30,50,50,220,221,82,83
4194,CCS-1Bharti-2Tele-3TATA-4194,Select by percentage,60,20,20,46,180,181,182,82
4195,CCS-1Bharti-2TataU-3TataC-4TelenorC-5TelenorU-6ISC-4195,Select by percentage,60,20,20,70,180,181,182,220
4196,CCS-1Bharti-2TataU-3TataC-4TelenorC-5TelenorU-6ISC-4196,Select by percentage,60,20,20,70,180,181,182,220
4197,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4197,Select by percentage,70,30,46,38,220,221,82,83
4198,CCS-2Bharti-3Tele-4TATA-4198,Select by percentage,60,20,20,46,180,181,182,82
4199,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4199,Select by percentage,70,30,50,50,220,221,82,83
4200,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4200,Select by percentage,70,30,50,50,220,221,82,83
4201,CCS-1BT-2Bharti-3Tele-4TIS-5ISC-4201,Select by percentage,50,50,60,20,320,321,180,181
4202,CCS-1TATA-2JT-3Bharti-4Tele-5TIS-6Protel-4202,Select by percentage,70,30,50,50,220,221,260,261
4203,CCS-1Bharti-2Tele-3TATA-4203,Select by percentage,60,20,20,46,180,181,182,82
4204,CCS-2Bharti-3Tele-4TATA-4204,Select by percentage,60,20,20,46,180,181,182,82
4205,CCS-1TataU-2TataC-3Bharti-4TelenorC-5TelenorU-6ISC-4205,Select by percentage,70,30,60,20,220,221,180,181
4206,CCS-1Bharti-2Tele-3TATA-4ISC-4206,Select by percentage,60,20,20,46,180,181,182,82
4207,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4207,Select by percentage,70,30,46,38,220,221,82,83
4208,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4208,Select by percentage,70,30,50,50,220,221,82,83
4209,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4209,Select by percentage,70,30,50,50,220,221,82,83
4210,CCS-1Bharti-2Tele-3TATA-4210,Select by percentage,60,20,20,46,180,181,182,82
4211,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4211,Select by percentage,70,30,46,38,220,221,82,83
4212,CCS-2Bharti-3Tele-4TATA-4212,Select by percentage,60,20,20,46,180,181,182,82
4213,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4213,Select by percentage,70,30,50,50,220,221,82,83
4214,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4214,Select by percentage,70,30,50,50,220,221,82,83
4215,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4215,Select by percentage,70,30,50,50,220,221,82,83
4217,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4217,Select by percentage,70,30,50,50,220,221,82,83
4218,CCS-1TATA-2Tele-3Bharti-4TIS-5ISC-4218,Select by percentage,70,30,46,38,220,221,82,83
4219,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4219,Select by percentage,70,30,50,50,220,221,82,83
4220,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4220,Select by percentage,70,30,50,50,220,221,82,83
4221,CCS-1TATA-2Tele-3Bharti-4TIS-6ISC-4221,Select by percentage,70,30,50,50,220,221,82,83
4222,CCS-1TIS-2Tele-3TATA-4Bharti-5ISC-4222,Select by percentage,100,8,8,46,330,80,81,82
4223,CCS-1TIS-2Tele-3TATA-5Bharti-6ISC-4223,Select by percentage,100,50,50,50,330,80,81,82
4224,CCS-1Pantel-2TIS-3Tele-5TATA-6ISC-4224,Select by percentage,100,100,50,50,140,330,80,81
4225,CCS-1TATA-2TIS-3Bharti-4Tele-4225,Select by percentage,70,30,100,60,220,221,330,180
4226,CCS-1TIS-2Tele-3TATA-5Bharti-6ISC-4226,Select by percentage,100,50,50,50,330,80,81,82
4227,CCS-1TelenorC-2TelenorU-3TataC-4TataU-5Bharti-6ISC-4227,Select by percentage,50,50,50,50,82,83,80,81
4228,CCS-1Invitel-2TelenorU-3TelenorC-4ISC-4228,Select by percentage,100,50,50,50,140,80,81,82
